Student_ID,Registration_No,Gender,Age,Course,Semester,Section,Total_Classes,Classes_Attended,Attendance_Percentage,Previous_Semester_GPA,Current_CGPA,Assignment_1,Assignment_2,Avg_Assignment_Score,Avg_Tutorial_Score,Avg_Pop_Quiz,Avg_Lab_Score,Mid_Term_Assessment,Final_Term_Assessment,Capstone_Project_Marks,Study_Habits,Disciplinary_Record,Internship_Status,Teacher_Remarks,Extracurricular_Feedback,Final_Obtained_Score,Student_Grade_Band
S-11733,REG-2026-2733,M,21,BS Software Eng,4,S2,50,36,73.0,3.09,3.35,58,59,58.5,75,69,67,75.0,68,76,Occasional studier,Warning,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,69.8,Good
S-11734,REG-2026-2734,F,19,BS Data Science,6,S1,50,33,67.0,2.9,2.65,63,75,69.0,65,68,55,76.0,62,57,Last-minute crammer,Warning,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,64.95,Average
S-11735,REG-2026-2735,M,19,BS Info Tech,8,S1,50,18,37.0,2.34,2.51,37,45,41.0,32,38,22,25.0,47,34,Last-minute crammer,Warning,Not Started,Irregular attendance and extremely poor focus in class.,Struggles to participate,34.8,Poor
S-11736,REG-2026-2736,F,20,BS Data Science,3,S3,50,41,82.0,3.01,3.29,73,77,75.0,76,63,60,76.0,74,57,Last-minute crammer,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,70.1,Good
S-11737,REG-2026-2737,M,23,BS AI,6,S1,50,24,49.0,2.36,2.24,45,50,47.5,30,39,35,50.0,35,32,Last-minute crammer,Warning,Not Started,"Needs urgent improvement, counseling recommended.",Shy and inactive,39.8,Poor
S-11738,REG-2026-2738,M,19,BS AI,1,S2,50,37,75.0,3.3,3.55,68,55,61.5,56,55,58,68.0,63,58,Needs some guidance,Warning,Not Started,Average performance. Needs to focus more on lab work.,Average sports player,62.05,Average
S-11739,REG-2026-2739,F,19,BS Data Science,5,S1,50,39,79.0,3.38,3.24,69,60,64.5,68,65,69,73.0,59,63,Needs some guidance,Good,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,66.3,Good
S-11740,REG-2026-2740,M,25,BS Computer Science,6,S2,50,35,71.0,3.11,3.2,58,55,56.5,59,64,63,66.03,66,55,Last-minute crammer,Warning,Ongoing,"Participates occasionally, can definitely do better.",Average sports player,63.0,Average
S-11741,REG-2026-2741,M,24,BS AI,6,S2,50,41,82.0,3.17,3.1,69,77,73.0,73,56,61,78.0,60,68,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Average sports player,67.2,Good
S-11742,REG-2026-2742,F,18,BS Info Tech,2,S3,50,34,68.0,3.05,3.07,55,65,60.0,65,56,69,68.0,57,69,Needs some guidance,Good,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,63.35,Average
S-11743,REG-2026-2743,M,19,BS Software Eng,7,S3,50,46,92.0,3.5,3.58,96,99,97.5,94,99,96,87.0,90,86,Highly focused,Excellent,Completed,No feedback provided,Outstanding performer in arts,91.85,Excellent
S-11744,REG-2026-2744,F,23,BS Computer Science,6,S3,50,24,49.0,1.92,1.89,40,27,33.5,22,23,43,37.0,31,40,Rarely studies,Warning,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,34.8,Poor
S-11745,REG-2026-2745,F,21,BS Computer Science,3,S2,50,39,79.0,2.99,2.91,68,65,66.5,72,71,58,67.0,72,68,Needs some guidance,Good,Not Started,"Participates occasionally, can definitely do better.",Average sports player,68.2,Good
S-11746,REG-2026-2746,F,18,BS Software Eng,4,S2,50,48,97.0,3.84,3.95,95,88,91.5,93,93,98,85.0,88,82,Highly focused,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,89.85,Excellent
S-11747,REG-2026-2747,F,25,BS Data Science,3,S2,50,34,68.0,3.18,2.91,64,67,65.5,66,69,59,62.0,76,75,Last-minute crammer,Good,Ongoing,Average performance. Needs to focus more on lab work.,Average sports player,67.9,Good
S-11748,REG-2026-2748,M,20,BS Data Science,5,S1,50,41,83.0,3.26,3.2,69,70,69.5,70,76,60,55.0,68,59,Occasional studier,Warning,Ongoing,"Participates occasionally, can definitely do better.",Average sports player,65.1,Good
S-11749,REG-2026-2749,F,23,BS Software Eng,1,S2,50,40,80.0,3.45,3.3,62,76,69.0,70,56,72,66.0,60,76,Needs some guidance,Warning,Not Started,Average performance. Needs to focus more on lab work.,Average sports player,66.6,Good
S-11750,REG-2026-2750,M,23,BS Info Tech,4,S2,50,16,33.0,1.46,1.62,37,48,42.5,39,44,52,39.0,43,41,Needs constant monitoring,Probation,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,42.7,Poor
S-11751,REG-2026-2751,M,19,BS Info Tech,6,S2,50,25,51.0,2.05,2.35,51,35,43.0,41,48,31,31.0,35,20,Rarely studies,Probation,Not Started,Frequently misses deadlines and lacks motivation.,Shy and inactive,35.3,Poor
S-11752,REG-2026-2752,M,20,BS Info Tech,1,S1,50,37,75.0,2.81,2.86,55,64,59.5,64,59,56,62.0,74,62,Needs some guidance,Warning,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,64.3,Average
S-11753,REG-2026-2753,F,25,BS Computer Science,6,S3,50,17,35.0,1.25,1.14,43,35,39.0,52,29,47,37.0,33,40,Last-minute crammer,Needs Improvement,Not Started,Irregular attendance and extremely poor focus in class.,Shy and inactive,37.85,Poor
S-11754,REG-2026-2754,M,18,BS Computer Science,6,S3,50,33,67.0,2.54,2.5,72,70,71.0,77,68,70,64.0,76,56,Occasional studier,Warning,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,69.0,Good
S-11755,REG-2026-2755,M,22,BS AI,1,S2,50,33,67.0,2.92,2.93,62,76,69.0,78,74,71,77.0,60,69,Last-minute crammer,Warning,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,69.5,Good
S-11756,REG-2026-2756,M,23,BS Computer Science,4,S1,50,44,89.0,3.52,3.74,83,80,81.5,96,89,93,87.0,85,91,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,88.0,Excellent
S-11757,REG-2026-2757,F,24,BS Computer Science,8,S2,50,22,45.0,2.36,2.21,26,30,28.0,41,37,32,24.0,34,43,Rarely studies,Warning,Not Started,Frequently misses deadlines and lacks motivation.,Shy and inactive,33.2,Poor
S-11758,REG-2026-2758,F,24,BS Computer Science,2,S3,50,43,87.0,3.99,3.92,95,97,96.0,85,86,88,96.0,87,84,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Active club president,89.35,Excellent
S-11759,REG-2026-2759,M,18,BS Software Eng,1,S3,50,44,88.0,3.79,3.88,81,87,84.0,94,93,87,88.0,92,88,Very consistent,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Shows leadership in sports,89.25,Excellent
S-11760,REG-2026-2760,M,20,BS Data Science,6,S3,50,28,56.0,1.78,1.69,34,30,32.0,52,38,21,28.0,27,20,Needs constant monitoring,Probation,Not Started,Lacks fundamental understanding of the subject matter.,No interest,29.9,Poor
S-11761,REG-2026-2761,M,22,BS AI,5,S3,50,38,77.0,2.92,3.2,78,59,68.5,73,62,74,70.0,64,60,Occasional studier,Good,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,67.65,Good
S-11762,REG-2026-2762,F,19,BS Data Science,1,S2,50,36,73.0,3.27,3.48,66,58,62.0,75,56,66,73.0,73,74,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Average sports player,69.35,Good
S-11763,REG-2026-2763,F,24,BS Computer Science,7,S2,50,32,65.0,3.21,3.26,71,55,63.0,72,56,64,56.0,61,62,Needs some guidance,Good,Ongoing,Understands the basics but struggles with complex logic.,Average sports player,61.0,Average
S-11764,REG-2026-2764,F,20,BS Computer Science,6,S1,50,45,91.0,3.55,3.54,86,94,90.0,89,85,81,95.0,86,85,Very consistent,Excellent,Completed,Outstanding performance throughout the semester.,Active club president,87.65,Excellent
S-11765,REG-2026-2765,F,25,BS Data Science,4,S1,50,28,57.0,2.32,2.33,48,49,48.5,30,27,34,53.0,48,25,Rarely studies,Needs Improvement,Not Started,Irregular attendance and extremely poor focus in class.,Struggles to participate,42.1,Poor
S-11766,REG-2026-2766,F,20,BS Computer Science,4,S1,50,15,30.0,1.91,1.75,28,45,36.5,42,49,50,53.0,29,38,Rarely studies,Needs Improvement,Not Started,Irregular attendance and extremely poor focus in class.,No interest,41.3,Poor
S-11767,REG-2026-2767,M,25,BS Software Eng,4,S3,50,40,80.0,3.33,3.41,59,57,58.0,75,67,62,67.0,64,55,Last-minute crammer,Good,Not Started,"Participates occasionally, can definitely do better.",Average sports player,64.45,Average
S-11768,REG-2026-2768,F,23,BS Data Science,1,S3,50,26,52.0,1.42,1.44,31,29,30.0,32,51,31,32.0,32,42,Last-minute crammer,Probation,Not Started,Irregular attendance and extremely poor focus in class.,No interest,35.55,Poor
S-11769,REG-2026-2769,M,24,BS AI,5,S3,50,36,72.0,3.16,3.06,71,64,67.5,58,58,75,61.0,72,67,Needs some guidance,Good,Ongoing,Understands the basics but struggles with complex logic.,Average sports player,67.2,Good
S-11770,REG-2026-2770,M,25,BS Software Eng,6,S2,50,35,71.0,2.81,2.84,74,65,69.5,71,57,66,67.0,60,58,Needs some guidance,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Average sports player,63.85,Average
S-11771,REG-2026-2771,F,21,BS Info Tech,5,S1,50,40,80.0,2.78,3.03,76,76,76.0,66,65,59,61.0,58,74,Needs some guidance,Good,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,64.35,Average
S-11772,REG-2026-2772,M,24,BS AI,1,S2,50,35,71.0,2.72,2.54,61,73,67.0,66,55,58,72.0,78,57,Last-minute crammer,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,67.35,Good
S-11773,REG-2026-2773,F,23,BS AI,2,S2,50,37,75.0,2.65,2.58,55,73,64.0,64,58,62,55.0,65,63,Last-minute crammer,Good,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,62.0,Average
S-11774,REG-2026-2774,F,24,BS Info Tech,6,S3,50,34,69.0,3.24,3.15,57,62,59.5,76,65,72,68.0,72,75,Occasional studier,Good,Ongoing,"Participates occasionally, can definitely do better.",Participates occasionally,69.6,Good
S-11775,REG-2026-2775,F,21,BS Info Tech,8,S1,50,43,86.0,3.97,3.74,90,94,92.0,93,86,90,87.0,89,97,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Outstanding performer in arts,89.6,Excellent
S-11776,REG-2026-2776,F,21,BS Info Tech,8,S2,50,35,70.0,3.1,2.96,75,62,68.5,78,70,58,55.0,77,60,Last-minute crammer,Good,Ongoing,"Participates occasionally, can definitely do better.",Average sports player,66.2,Good
S-11777,REG-2026-2777,M,25,BS Data Science,7,S2,50,35,71.0,2.75,2.57,60,73,66.5,73,63,70,71.0,68,56,Needs some guidance,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,67.45,Good
S-11778,REG-2026-2778,F,24,BS Computer Science,2,S1,50,34,72.69,2.9,3.06,69,56,62.5,56,77,74,78.0,75,57,Occasional studier,Warning,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,71.35,Good
S-11779,REG-2026-2779,M,24,BS AI,6,S2,50,38,76.0,2.58,2.63,66,60,63.0,69,73,65,63.0,78,78,Last-minute crammer,Good,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,70.5,Good
S-11780,REG-2026-2780,M,24,BS Data Science,7,S2,50,36,72.0,3.09,3.2,56,75,65.5,63,64,65,64.0,65,77,Occasional studier,Good,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,66.2,Good
S-11781,REG-2026-2781,M,18,BS Data Science,6,S2,50,39,79.0,3.22,3.46,67,57,62.0,71,70,67,61.0,72,73,Last-minute crammer,Good,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,68.25,Good
S-11782,REG-2026-2782,F,23,BS Software Eng,4,S2,50,36,73.0,3.07,3.31,66,74,70.0,55,77,72,58.0,63,56,Occasional studier,Warning,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,64.85,Average
S-11783,REG-2026-2783,M,22,BS Software Eng,6,S3,50,17,35.0,1.49,1.2,28,25,26.5,29,40,20,39.0,39,24,Needs constant monitoring,Warning,Not Started,Irregular attendance and extremely poor focus in class.,Struggles to participate,32.8,Poor
S-11784,REG-2026-2784,F,21,BS Info Tech,7,S1,50,27,54.0,2.02,2.15,51,47,49.0,53,32,20,22.0,23,53,Needs constant monitoring,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,Struggles to participate,31.9,Poor
S-11785,REG-2026-2785,M,24,BS Software Eng,6,S1,50,41,82.0,2.79,3.04,70,69,69.5,62,76,65,65.0,55,64,Last-minute crammer,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,64.65,Average
S-11786,REG-2026-2786,M,23,BS Computer Science,3,S1,50,33,66.0,3.13,3.03,70,61,65.5,55,57,62,69.0,55,68,Needs some guidance,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,61.95,Average
S-11787,REG-2026-2787,F,20,BS Data Science,8,S1,50,47,95.0,3.67,3.68,96,86,91.0,86,97,97,90.0,86,82,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,90.1,Excellent
S-11788,REG-2026-2788,F,22,BS Software Eng,7,S2,50,48,96.0,3.78,3.65,98,84,91.0,83,93,91,85.0,87,84,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,88.15,Excellent
S-11789,REG-2026-2789,F,21,BS Software Eng,8,S3,50,18,37.0,1.52,1.47,46,34,40.0,49,52,49,30.0,25,44,Rarely studies,Probation,Not Started,Frequently misses deadlines and lacks motivation.,Shy and inactive,37.5,Poor
S-11790,REG-2026-2790,F,22,BS AI,3,S1,50,48,97.0,3.84,3.69,98,88,93.0,90,82,81,83.0,82,99,Very consistent,Excellent,Completed,No feedback provided,Outstanding performer in arts,86.0,Excellent
S-11791,REG-2026-2791,F,25,BS Software Eng,5,S2,50,41,83.0,2.72,2.87,65,61,63.0,58,68,56,70.0,71,71,Needs some guidance,Good,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,67.4,Good
S-11792,REG-2026-2792,F,20,BS Software Eng,8,S1,50,40,72.69,3.13,3.27,68,64,66.0,78,63,75,76.0,63,74,Needs some guidance,Good,Ongoing,"Participates occasionally, can definitely do better.",Average sports player,70.4,Good
S-11793,REG-2026-2793,F,24,BS Info Tech,4,S1,50,46,93.0,3.87,3.88,91,96,93.5,86,91,89,88.0,95,92,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,91.3,Excellent
S-11794,REG-2026-2794,F,22,BS Software Eng,5,S3,50,33,67.0,2.75,2.58,70,63,66.5,66,61,72,59.0,61,66,Needs some guidance,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,63.85,Average
S-11795,REG-2026-2795,F,23,BS Software Eng,6,S1,50,48,96.0,3.98,3.69,86,82,84.0,94,87,95,88.0,84,85,Highly focused,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,87.95,Excellent
S-11796,REG-2026-2796,F,21,BS Computer Science,2,S1,50,34,68.0,2.64,2.58,63,64,63.5,78,65,66,69.0,74,72,Needs some guidance,Warning,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,69.55,Good
S-11797,REG-2026-2797,M,21,BS Computer Science,1,S2,50,33,66.0,2.66,2.77,69,67,68.0,67,64,72,69.0,66,63,Last-minute crammer,Warning,Ongoing,Understands the basics but struggles with complex logic.,Participates occasionally,67.25,Good
S-11798,REG-2026-2798,F,21,BS AI,5,S2,50,24,48.0,1.17,1.09,22,39,30.5,47,44,20,51.0,30,24,Rarely studies,Warning,Not Started,Frequently misses deadlines and lacks motivation.,No interest,35.3,Poor
S-11799,REG-2026-2799,M,19,BS AI,4,S3,50,38,77.0,2.61,2.56,73,64,68.5,67,56,56,69.0,57,70,Last-minute crammer,Warning,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,63.1,Average
S-11800,REG-2026-2800,M,18,BS AI,2,S2,50,30,72.69,1.28,1.05,34,20,27.0,46,24,35,43.0,49,47,Needs constant monitoring,Needs Improvement,Not Started,Irregular attendance and extremely poor focus in class.,No interest,41.2,Poor
S-11801,REG-2026-2801,M,23,BS Data Science,2,S1,50,39,72.69,3.36,3.1,57,62,59.5,66,66,69,69.0,61,61,Last-minute crammer,Good,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,65.25,Good
S-11802,REG-2026-2802,F,19,BS Software Eng,3,S3,50,43,86.0,3.83,3.57,96,83,89.5,99,82,93,97.0,83,89,Very consistent,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,89.4,Excellent
S-11803,REG-2026-2803,M,20,BS Data Science,8,S3,50,49,99.0,3.87,3.63,98,86,92.0,83,88,98,80.0,89,91,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,89.15,Excellent
S-11804,REG-2026-2804,F,21,BS Computer Science,4,S3,50,48,97.0,3.54,3.49,89,98,93.5,98,95,95,89.0,83,91,Very consistent,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Shows leadership in sports,90.5,Excellent
S-11805,REG-2026-2805,F,19,BS Computer Science,4,S1,50,34,68.0,3.22,3.46,58,67,62.5,78,55,76,65.0,70,62,Needs some guidance,Warning,Ongoing,Understands the basics but struggles with complex logic.,Participates occasionally,67.15,Good
S-11806,REG-2026-2806,M,18,BS Data Science,1,S2,50,34,68.0,2.5,2.66,74,66,70.0,74,76,73,77.0,59,66,Occasional studier,Good,Ongoing,Good effort but needs more consistency in assignments.,Average sports player,69.4,Good
S-11807,REG-2026-2807,M,25,BS AI,6,S2,50,32,65.0,2.61,2.66,62,58,60.0,76,68,72,66.0,67,73,Occasional studier,Warning,Ongoing,Good effort but needs more consistency in assignments.,Average sports player,67.9,Good
S-11808,REG-2026-2808,M,20,BS Software Eng,8,S1,50,37,75.0,2.7,2.52,76,76,76.0,62,74,60,66.0,63,73,Last-minute crammer,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,67.1,Good
S-11809,REG-2026-2809,F,18,BS Computer Science,2,S3,50,37,74.0,2.6,2.43,65,78,71.5,78,71,77,75.0,55,77,Last-minute crammer,Warning,Ongoing,Good effort but needs more consistency in assignments.,Average sports player,69.85,Good
S-11810,REG-2026-2810,F,25,BS Data Science,1,S2,50,21,43.0,1.74,1.68,34,50,42.0,33,34,41,25.0,28,23,Rarely studies,Needs Improvement,Not Started,"Needs urgent improvement, counseling recommended.",Shy and inactive,31.85,Poor
S-11811,REG-2026-2811,M,22,BS Data Science,6,S3,50,21,43.0,2.26,2.39,20,40,30.0,25,38,44,39.0,39,26,Rarely studies,Probation,Not Started,Irregular attendance and extremely poor focus in class.,No interest,36.95,Poor
S-11812,REG-2026-2812,M,21,BS Computer Science,8,S2,50,42,85.0,3.94,3.86,85,83,84.0,88,84,93,66.03,99,82,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,88.55,Excellent
S-11813,REG-2026-2813,F,23,BS Data Science,8,S2,50,28,58.0,1.7,1.59,21,42,31.5,45,34,50,37.0,41,24,Rarely studies,Warning,Not Started,Irregular attendance and extremely poor focus in class.,No interest,39.25,Poor
S-11814,REG-2026-2814,M,23,BS AI,7,S1,50,35,71.0,3.15,2.87,68,70,69.0,60,66,73,58.0,71,72,Needs some guidance,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,67.55,Good
S-11815,REG-2026-2815,M,21,BS AI,8,S3,50,34,69.0,3.06,3.18,57,58,57.5,63,72,69,59.0,77,77,Last-minute crammer,Good,Not Started,Average performance. Needs to focus more on lab work.,Average sports player,68.65,Good
S-11816,REG-2026-2816,F,20,BS Software Eng,5,S1,50,38,77.0,3.02,2.77,72,77,74.5,57,55,77,66.0,66,70,Last-minute crammer,Good,Not Started,"Participates occasionally, can definitely do better.",Average sports player,67.9,Good
S-11817,REG-2026-2817,M,24,BS Software Eng,8,S1,50,36,73.0,3.42,3.36,65,64,64.5,76,65,72,67.0,67,56,Last-minute crammer,Good,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,66.95,Good
S-11818,REG-2026-2818,M,23,BS AI,4,S2,50,42,85.0,3.64,3.47,97,98,97.5,96,85,96,82.0,86,89,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,88.5,Excellent
S-11819,REG-2026-2819,F,20,BS Software Eng,5,S2,50,37,75.0,2.58,2.91,68,60,64.0,55,64,62,66.0,63,68,Occasional studier,Good,Not Started,"Participates occasionally, can definitely do better.",Average sports player,64.35,Average
S-11820,REG-2026-2820,M,20,BS Software Eng,2,S1,50,19,38.0,1.46,1.54,52,42,47.0,43,37,22,34.0,27,24,Rarely studies,Warning,Not Started,"Needs urgent improvement, counseling recommended.",No interest,31.7,Poor
S-11821,REG-2026-2821,M,19,BS AI,3,S3,50,33,67.0,2.97,2.97,65,71,68.0,57,73,68,67.0,66,78,Occasional studier,Good,Ongoing,Good effort but needs more consistency in assignments.,Average sports player,68.2,Good
S-11822,REG-2026-2822,F,25,BS Info Tech,1,S2,50,28,57.0,2.38,2.18,44,49,46.5,47,45,39,39.0,43,28,Last-minute crammer,Warning,Not Started,Lacks fundamental understanding of the subject matter.,No interest,41.55,Poor
S-11823,REG-2026-2823,M,25,BS AI,1,S3,50,35,71.0,3.48,3.35,73,71,72.0,66,62,69,66.0,72,57,Occasional studier,Good,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,67.5,Good
S-11824,REG-2026-2824,F,24,BS Data Science,3,S2,50,38,77.0,3.35,3.16,59,61,60.0,59,59,68,74.0,77,55,Occasional studier,Good,Not Started,Understands the basics but struggles with complex logic.,Average sports player,68.45,Good
S-11825,REG-2026-2825,M,22,BS Software Eng,5,S2,50,38,77.0,3.05,3.04,73,78,75.5,57,67,64,64.0,67,75,Occasional studier,Warning,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,67.6,Good
S-11826,REG-2026-2826,M,22,BS AI,6,S2,50,49,99.0,3.57,3.46,89,88,88.5,89,96,82,94.0,85,99,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,90.1,Excellent
S-11827,REG-2026-2827,F,21,BS Software Eng,7,S1,50,35,70.0,2.65,2.88,64,68,66.0,57,66,60,69.0,73,66,Needs some guidance,Warning,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,67.2,Good
S-11828,REG-2026-2828,M,22,BS Data Science,6,S2,50,17,35.0,1.48,1.27,46,39,42.5,31,38,44,31.0,53,32,Last-minute crammer,Warning,Not Started,No feedback provided,Struggles to participate,40.6,Poor
S-11829,REG-2026-2829,F,25,BS Computer Science,8,S1,50,28,57.0,1.74,2.01,53,43,48.0,44,38,35,46.0,49,35,Needs constant monitoring,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,43.85,Poor
S-11830,REG-2026-2830,F,23,BS Info Tech,7,S3,50,37,75.0,3.17,3.09,72,77,74.5,66,61,62,60.0,69,61,Last-minute crammer,Warning,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,65.25,Good
S-11831,REG-2026-2831,F,20,BS Data Science,6,S1,50,37,74.0,2.72,2.64,63,65,64.0,59,63,55,69.0,62,60,Last-minute crammer,Good,Ongoing,"Participates occasionally, can definitely do better.",Participates occasionally,62.9,Average
S-11832,REG-2026-2832,F,22,BS Software Eng,2,S1,50,48,97.0,3.74,3.84,87,94,90.5,89,96,91,95.0,90,86,Very consistent,Excellent,Completed,Shows excellent leadership and analytical skills.,Active club president,91.7,Excellent
S-11833,REG-2026-2833,M,24,BS Data Science,7,S3,50,33,67.0,2.72,2.59,57,70,63.5,58,57,74,73.0,75,62,Occasional studier,Warning,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,68.95,Good
S-11834,REG-2026-2834,M,24,BS Software Eng,5,S2,50,47,94.0,3.83,3.86,96,82,89.0,89,88,89,90.0,95,95,Highly focused,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Shows leadership in sports,91.45,Excellent
S-11835,REG-2026-2835,M,21,BS Data Science,2,S2,50,44,88.0,3.84,3.7,96,89,92.5,86,87,84,82.0,97,83,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Outstanding performer in arts,88.2,Excellent
S-11836,REG-2026-2836,F,20,BS Data Science,2,S1,50,24,48.0,1.38,1.18,39,34,36.5,25,29,36,32.0,27,44,Rarely studies,Probation,Not Started,Irregular attendance and extremely poor focus in class.,No interest,33.15,Poor
S-11837,REG-2026-2837,M,24,BS AI,1,S1,50,38,77.0,2.84,2.8,60,56,58.0,61,62,55,65.0,59,58,Needs some guidance,Good,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,60.7,Average
S-11838,REG-2026-2838,M,19,BS Info Tech,7,S1,50,35,70.0,2.98,3.06,59,67,63.0,61,70,63,77.0,63,68,Last-minute crammer,Warning,Ongoing,Understands the basics but struggles with complex logic.,Learning basics of music,67.25,Good
S-11839,REG-2026-2839,F,18,BS Computer Science,8,S1,50,20,40.0,2.08,2.27,39,31,35.0,53,42,52,49.0,32,27,Last-minute crammer,Probation,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,40.65,Poor
S-11840,REG-2026-2840,F,20,BS Info Tech,6,S2,50,45,90.0,3.56,3.83,88,83,85.5,95,93,95,93.0,92,84,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,91.35,Excellent
S-11841,REG-2026-2841,F,18,BS Info Tech,5,S2,50,48,97.0,3.9,3.79,85,84,84.5,84,93,93,90.0,94,83,Highly focused,Excellent,Completed,Shows excellent leadership and analytical skills.,Shows leadership in sports,90.55,Excellent
S-11842,REG-2026-2842,F,21,BS AI,6,S1,50,43,86.0,3.62,3.87,81,90,85.5,81,80,94,88.0,90,98,Highly focused,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,88.9,Excellent
S-11843,REG-2026-2843,F,25,BS AI,5,S1,50,41,83.0,2.94,2.91,78,55,66.5,68,75,67,78.0,77,63,Needs some guidance,Good,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,72.9,Good
S-11844,REG-2026-2844,F,18,BS Data Science,7,S3,50,37,72.69,3.25,3.09,56,62,59.0,67,55,59,63.0,75,71,Occasional studier,Warning,Not Started,Average performance. Needs to focus more on lab work.,Participates occasionally,65.75,Good
S-11845,REG-2026-2845,F,21,BS Computer Science,1,S1,50,17,34.0,2.4,2.64,39,43,41.0,35,52,20,39.0,36,50,Last-minute crammer,Probation,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,37.55,Poor
S-11846,REG-2026-2846,M,22,BS Computer Science,5,S3,50,40,80.0,3.37,3.28,78,71,74.5,64,76,62,72.0,71,64,Occasional studier,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,70.1,Good
S-11847,REG-2026-2847,F,21,BS Info Tech,1,S1,50,38,76.0,2.7,2.47,68,71,69.5,61,55,64,73.0,63,73,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,66.55,Good
S-11848,REG-2026-2848,F,21,BS AI,4,S2,50,48,96.0,3.61,3.44,95,80,87.5,96,89,98,99.0,82,87,Very consistent,Excellent,Completed,Shows excellent leadership and analytical skills.,Active club president,90.95,Excellent
